HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"85-87 Ha Bong, Phuoc My Ward, Son Tra District, Da Nang 550000 Vietnam",12,84,177,"English, Vietnamese",Le House Boutique Hotel,$34 ,$19 ,"$19, - ,$34","Which popular attractions are close to Le House Boutique Hotel?, ,What are some of the property amenities at Le House Boutique Hotel?, ,Which room amenities are available at Le House Boutique Hotel?, ,What food & drink options are available at Le House Boutique Hotel?, ,Is parking available at Le House Boutique Hotel?, ,What are some restaurants close to Le House Boutique Hotel?, ,Does Le House Boutique Hotel have airport transportation?, ,Are any cleaning services offered at Le House Boutique Hotel?, ,Which languages are spoken by the staff at Le House Boutique Hotel?, ,Does Le House Boutique Hotel have any great views?, ",61,132,#112 of 900 hotels in Da Nang,45,30,83,Excellent,49,"Boutique,Trendy",23,https://www.tripadvisor.com/Hotel_Review-g298085-d8462721-Reviews-Le_House_Boutique_Hotel-Da_Nang.html
"170 Bach Dang Street, Hai Chau District, Da Nang 550000 Vietnam",25,92,164,"English, Vietnamese",AVORA Hotel Danang,$42 ,$32 ,"$32, - ,$42","Which popular attractions are close to AVORA Hotel Danang?, ,What are some of the property amenities at AVORA Hotel Danang?, ,Which room amenities are available at AVORA Hotel Danang?, ,What food & drink options are available at AVORA Hotel Danang?, ,Is parking available at AVORA Hotel Danang?, ,What are some restaurants close to AVORA Hotel Danang?, ,Are any cleaning services offered at AVORA Hotel Danang?, ,Which languages are spoken by the staff at AVORA Hotel Danang?, ",93,139,#104 of 900 hotels in Da Nang,45,30,142,Excellent,33,"Centrally Located,Great View",31,https://www.tripadvisor.com/Hotel_Review-g298085-d12006927-Reviews-AVORA_Hotel_Danang-Da_Nang.html
"Hoang Sa Street Bai Nam, Bai Con,Tho Quang Ward, Sontra District, Da Nang 700000 Vietnam",48,43,267,,Son Tra Resort & Spa,$165 ,$59 ,"$59, - ,$165","Which popular attractions are close to Son Tra Resort & Spa?, ,What are some of the property amenities at Son Tra Resort & Spa?, ,Which room amenities are available at Son Tra Resort & Spa?, ,What food & drink options are available at Son Tra Resort & Spa?, ,Is parking available at Son Tra Resort & Spa?, ,What are some restaurants close to Son Tra Resort & Spa?, ,Are there opportunities to exercise at Son Tra Resort & Spa?, ,Does Son Tra Resort & Spa have airport transportation?, ,Are any cleaning services offered at Son Tra Resort & Spa?, ,Does Son Tra Resort & Spa have any great views?, ",147,139,#48 of 813 Specialty lodging in Da Nang,35,40,361,Very good,24,"Ocean View,Great View",84,https://www.tripadvisor.com/Hotel_Review-g298085-d1656977-Reviews-Son_Tra_Resort_Spa-Da_Nang.html
"925/5 Ngo Quyen, An Hai Dong, Da Nang 550000 Vietnam",10,87,,,OYO 1054 Rong Vang Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to OYO 1054 Rong Vang Hotel?, ,What are some restaurants close to OYO 1054 Rong Vang Hotel?, ",,,,,,34,,18,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d21106956-Reviews-OYO_1054_Rong_Vang_Hotel-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
,,,,,San Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d23357730-Reviews-San_Apartment-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
"55 An Trung Dong 7, An Hai Dong, Da Nang Vietnam",1,81,,,Hanna House,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Hanna House?, ,What are some restaurants close to Hanna House?, ",,,,,,11,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d23181360-Reviews-Hanna_House-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
,,,,,A25 Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g23338312-d23343830-Reviews-A25_Hotel-Nai_Hien_Dong_Son_Tra_Peninsula_Da_Nang.html
"Lo 35 - B3 11 Phan Ba Vanh, Nai Hien Dong, Da Nang Vietnam",195,43,,,Mango House,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Mango House?, ,What are some restaurants close to Mango House?, ,Is Mango House located near the city center?, ",,,,,,1405,,,,,https://www.tripadvisor.com/Hotel_Review-g23338312-d23337718-Reviews-Mango_House-Nai_Hien_Dong_Son_Tra_Peninsula_Da_Nang.html
"115 Ha Ky Ngo, Phuoc My, Da Nang 550000 Vietnam",1,75,,,ChaCa House,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to ChaCa House?, ,What are some restaurants close to ChaCa House?, ",,,,,,20,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21377431-Reviews-ChaCa_House-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"T113 Hoang Sa, Da Nang 550000 Vietnam",1,42,1,,Nguyen Gia Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Nguyen Gia Hotel?, ",27,1,#18 of 81 hotels in Son Tra Peninsula,50,30,17,Excellent,,,2,https://www.tripadvisor.com/Hotel_Review-g17786366-d23333380-Reviews-Nguyen_Gia_Hotel-Son_Tra_Peninsula_Da_Nang.html
,,,,,Happyhouse Apartment Danang,$53 ,$52 ,"$52, - ,$53",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21302110-Reviews-Happyhouse_Apartment_Danang-Son_Tra_Peninsula_Da_Nang.html
"311 Chinh Huu, Phuong Phuoc My, Da Nang Vietnam",1,78,,,Fun House Hotel & Apartment,$15 ,$12 ,"$12, - ,$15","Which popular attractions are close to Fun House Hotel & Apartment?, ",,,,,,31,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21210549-Reviews-Fun_House_Hotel_Apartment-Son_Tra_Peninsula_Da_Nang.html
,,,,,Zoneland Premium - Ngoc Lan Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,30,,,8,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21133226-Reviews-Zoneland_Premium_Ngoc_Lan_Hotel-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
"36 Pham Van Dong, Da Nang 550000 Vietnam",10,89,,,HMN Hotel & Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to HMN Hotel & Apartment?, ",,,,,,71,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21507349-Reviews-HMN_Hotel_Apartment-Son_Tra_Peninsula_Da_Nang.html
,,,,,My Phuc Homestay,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23389048-Reviews-My_Phuc_Homestay-Son_Tra_Peninsula_Da_Nang.html
"74/31 Vo Van Kiet, Da Nang Vietnam",1,75,,,The Nang Suites,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to The Nang Suites?, ",,,,,,19,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21301678-Reviews-The_Nang_Suites-Son_Tra_Peninsula_Da_Nang.html
"97 Ha K_ Ng_, Da Nang Vietnam",4,57,,,Diamond Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Diamond Apartment?, ",,,,,,54,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23362711-Reviews-Diamond_Apartment-Son_Tra_Peninsula_Da_Nang.html
,,,,,MT Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21504960-Reviews-MT_Hotel-Son_Tra_Peninsula_Da_Nang.html
,,,,,La Mer Studio,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23352354-Reviews-La_Mer_Studio-Son_Tra_Peninsula_Da_Nang.html
,,,,,An Homestay,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23433547-Reviews-An_Homestay-Son_Tra_Peninsula_Da_Nang.html
,,,,,Rich Home Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23337995-Reviews-Rich_Home_Hotel-Son_Tra_Peninsula_Da_Nang.html
"21 Pham Tu, Da Nang Vietnam",7,92,,,Nha Nghi Hai Anh,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Nha Nghi Hai Anh?, ",,,,,,71,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d17758924-Reviews-Nha_Nghi_Hai_Anh-Son_Tra_Peninsula_Da_Nang.html
"86 Loseby, Da Nang 550000 Vietnam",3,86,,,Rich Home Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Rich Home Hotel?, ",,,,,,38,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23337944-Reviews-Rich_Home_Hotel-Son_Tra_Peninsula_Da_Nang.html
,,,,,Ah Hanh's Villa,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21459580-Reviews-Ah_Hanh_s_Villa-Son_Tra_Peninsula_Da_Nang.html
"167 Tr_n Hung D_o, Da Nang Vietnam",2,72,,,Phu Khang Hotel,$50 ,$19 ,"$19, - ,$50","Which popular attractions are close to Phu Khang Hotel?, ,What are some restaurants close to Phu Khang Hotel?, ",,,,,,21,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21504705-Reviews-Phu_Khang_Hotel-Son_Tra_Peninsula_Da_Nang.html
"35 Phu_c Tru_ng 11, Da Nang Vietnam",3,77,,,Yen House & Coffee,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Yen House & Coffee?, ",,,,,,29,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23327408-Reviews-Yen_House_Coffee-Son_Tra_Peninsula_Da_Nang.html
,,,,,Khu Nghi Duong Galina Da Nang Mud Bath & Spa,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d23417731-Reviews-Khu_Nghi_Duong_Galina_Da_Nang_Mud_Bath_Spa-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
,,,,,Tien Sa 2 Hotel Da Nang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d20980368-Reviews-Tien_Sa_2_Hotel_Da_Nang-Son_Tra_Peninsula_Da_Nang.html
,,,,,Park View Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d22844549-Reviews-Park_View_Apartment-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"107 Vo Nguyen Giap, Da Nang 550000 Vietnam",2,53,,,Champa Villa - Furama Villas Danang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Champa Villa - Furama Villas Danang?, ",,,,,,12,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d22954331-Reviews-Champa_Villa_Furama_Villas_Danang-Son_Tra_Peninsula_Da_Nang.html
,,,,,Arrive Hotel And Suite,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21179347-Reviews-Arrive_Hotel_And_Suite-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"21 Ha Bong Phuoc My, Da Nang 550000 Vietnam",11,91,,,House Land Hotel Da Nang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to House Land Hotel Da Nang?, ",,,,,,79,,19,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21506965-Reviews-House_Land_Hotel_Da_Nang-Son_Tra_Peninsula_Da_Nang.html
"Ho Nghinh 214, Da Nang Vietnam",12,89,,,Maya Hotel Danang,$22 ,$15 ,"$15, - ,$22","Which popular attractions are close to Maya Hotel Danang?, ",,,,,,85,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23263476-Reviews-Maya_Hotel_Danang-Son_Tra_Peninsula_Da_Nang.html
,,,,,Little Beach Hotel Da Nang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21211170-Reviews-Little_Beach_Hotel_Da_Nang-Son_Tra_Peninsula_Da_Nang.html
"75 Luong The Vinh, An Hai Dong, Da Nang Vietnam",1,86,,,OHome 75 Danang - Managed by Chiic Vacation,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to OHome 75 Danang - Managed by Chiic Vacation?, ,What are some restaurants close to OHome 75 Danang - Managed by Chiic Vacation?, ",,,,,,26,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d23373666-Reviews-OHome_75_Danang_Managed_by_Chiic_Vacation-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
"166 Chinh Huu, Da Nang Vietnam",2,79,,,Tony Hotel & Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Tony Hotel & Apartment?, ",,1,#20 of 81 hotels in Son Tra Peninsula,30,,37,Average,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21139640-Reviews-Tony_Hotel_Apartment-Son_Tra_Peninsula_Da_Nang.html
"24 Chinh Huu, Da Nang Vietnam",2,74,4,"English, Korean, Vietnamese",Hong Phuong Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Hong Phuong Hotel?, ,What are some of the property amenities at Hong Phuong Hotel?, ,Which room amenities are available at Hong Phuong Hotel?, ,What food & drink options are available at Hong Phuong Hotel?, ,Is parking available at Hong Phuong Hotel?, ,What are some restaurants close to Hong Phuong Hotel?, ,Are there opportunities to exercise at Hong Phuong Hotel?, ,Does Hong Phuong Hotel have airport transportation?, ,Are any cleaning services offered at Hong Phuong Hotel?, ,Which languages are spoken by the staff at Hong Phuong Hotel?, ",13,,,,,27,,50,,2,https://www.tripadvisor.com/Hotel_Review-g17786366-d21508663-Reviews-Hong_Phuong_Hotel-Son_Tra_Peninsula_Da_Nang.html
"10 Dinh D_t, Da Nang Vietnam",1,61,,,Gom House,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Gom House?, ",,,,,,17,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23520904-Reviews-Gom_House-Son_Tra_Peninsula_Da_Nang.html
"99 Ngo Quyen, Da Nang Vietnam",3,50,,,Phin Coffee House,$22 ,$22 ,"$22, - ,$22","Which popular attractions are close to Phin Coffee House?, ,What are some restaurants close to Phin Coffee House?, ",,,,,,21,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23188703-Reviews-Phin_Coffee_House-Son_Tra_Peninsula_Da_Nang.html
"02- 04 Tri_u Vi_t Vuong, Da Nang Vietnam",10,85,,,Ocean Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Ocean Hotel?, ",,,,,,28,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23522051-Reviews-Ocean_Hotel-Son_Tra_Peninsula_Da_Nang.html
,,,,,Da Nang Queen House Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21046857-Reviews-Da_Nang_Queen_House_Apartment-Son_Tra_Peninsula_Da_Nang.html
"38 Phuoc Truong 15, Da Nang Vietnam",3,78,,,Park View Apartment Da Nang,$11 ,$11 ,"$11, - ,$11","Which popular attractions are close to Park View Apartment Da Nang?, ",,,,,,33,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23193279-Reviews-Park_View_Apartment_Da_Nang-Son_Tra_Peninsula_Da_Nang.html
"K266 Nguyen Cong Tru, Da Nang Vietnam",6,84,,,Bien Ngoc Motel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Bien Ngoc Motel?, ",,,,,,59,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d17632474-Reviews-Bien_Ngoc_Motel-Son_Tra_Peninsula_Da_Nang.html
"123 To Hi_n Thanh, Da Nang Vietnam",4,82,,,Orange House Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Orange House Hotel?, ",,,,,,75,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21371119-Reviews-Orange_House_Hotel-Son_Tra_Peninsula_Da_Nang.html
"K266/11 Duong Dinh Nghe, An Hai Bac, Da Nang 550000 Vietnam",6,90,,,La Vida House,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to La Vida House?, ,What are some restaurants close to La Vida House?, ",,,,,,30,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21306027-Reviews-La_Vida_House-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
,,,,,Diamond Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,30,,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d22821695-Reviews-Diamond_Hotel-Son_Tra_Peninsula_Da_Nang.html
"Lo 2, Khu B2 - 1 Duong Pho Duc Chinh, An Hai Bac, Da Nang 550000 Vietnam",9,56,,,OYO 990 Home 2 Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to OYO 990 Home 2 Hotel?, ",,,,,,74,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21092169-Reviews-OYO_990_Home_2_Hotel-Son_Tra_Peninsula_Da_Nang.html
"59 Nguy_n Cong Sau-Phu_ng Phu_c M_, Da Nang 550000 Vietnam",3,85,,,The Dawn Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to The Dawn Hotel?, ",,,,,,42,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21499435-Reviews-The_Dawn_Hotel-Son_Tra_Peninsula_Da_Nang.html
"21 Ho Thau, Da Nang 550000 Vietnam",6,60,,,Huy House Boutique Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Huy House Boutique Hotel?, ",,,,,,55,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23331744-Reviews-Huy_House_Boutique_Hotel-Son_Tra_Peninsula_Da_Nang.html
"14 Mai H_c D_, Da Nang 550000 Vietnam",10,82,,,Han Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Han Apartment?, ",,,,,,28,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d21461971-Reviews-Han_Apartment-Son_Tra_Peninsula_Da_Nang.html
,,,,,Hoang Viet Apartment And Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21179908-Reviews-Hoang_Viet_Apartment_And_Hotel-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
,,,,,Sea House Hotel & Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21224780-Reviews-Sea_House_Hotel_Apartment-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
,,,,,Phuong Tung Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,20,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d23678924-Reviews-Phuong_Tung_Hotel-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"30/1a Ha Bong, Phuoc My, Da Nang 550000 Vietnam",12,100,,,Son Hoa Motel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Son Hoa Motel?, ,What are some restaurants close to Son Hoa Motel?, ",,,,,,81,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21406306-Reviews-Son_Hoa_Motel-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"256 Vo Nguyen Giap, Phuoc My, Da Nang 59000 Vietnam",3,89,,,Truong Son Tung 5 Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Truong Son Tung 5 Hotel?, ,What are some restaurants close to Truong Son Tung 5 Hotel?, ",,,,,,40,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d20949608-Reviews-Truong_Son_Tung_5_Hotel-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
,,,,,Hotel Song Thu,$15 ,$12 ,"$12, - ,$15",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21512310-Reviews-Hotel_Song_Thu-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"K169 Ngo Quyen, Tho Quang, Da Nang 550000 Vietnam",11,92,,,Homestay,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Homestay?, ,What are some restaurants close to Homestay?, ",,,,,,41,,,,,https://www.tripadvisor.com/Hotel_Review-g15339118-d15240172-Reviews-Homestay-Tho_Quang_Son_Tra_Peninsula_Da_Nang.html
"143 Ha B_ng, Da Nang Vietnam",12,87,,"English, Russian, Chinese, Korean",Amunra Hotel Da Náºµng,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Amunra Hotel ÄÃ  Náºµng?, ,What are some of the property amenities at Amunra Hotel ÄÃ  Náºµng?, ,Which room amenities are available at Amunra Hotel ÄÃ  Náºµng?, ,What food & drink options are available at Amunra Hotel ÄÃ  Náºµng?, ,Is parking available at Amunra Hotel ÄÃ  Náºµng?, ,What are some restaurants close to Amunra Hotel ÄÃ  Náºµng?, ,Does Amunra Hotel ÄÃ  Náºµng have airport transportation?, ,Which languages are spoken by the staff at Amunra Hotel ÄÃ  Náºµng?, ,Does Amunra Hotel ÄÃ  Náºµng have any great views?, ",,,,,,83,,21,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d23421769-Reviews-Amunra_Hotel_Da_N_ng-Son_Tra_Peninsula_Da_Nang.html
"68, Le Thuoc Street, Phuoc My, Da Nang 550000 Vietnam",3,87,,,Xoro Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Xoro Apartment?, ,What are some restaurants close to Xoro Apartment?, ",,,,,,28,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d23432112-Reviews-Xoro_Apartment-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"14 Vo Nghia, Phuoc My, Da Nang 550000 Vietnam",1,95,,,Sekong Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Sekong Apartment?, ,What are some restaurants close to Sekong Apartment?, ",,,,,,34,,,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d23326964-Reviews-Sekong_Apartment-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"96 Ngo Cao Lang 96, Tho Quang, Da Nang Vietnam",,,,,Khach San Puka,$13 ,$10 ,"$10, - ,$13",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g15339118-d23517305-Reviews-Khach_San_Puka-Tho_Quang_Son_Tra_Peninsula_Da_Nang.html
,,,,,Can Ho Son Tra,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g15339118-d23341469-Reviews-Can_Ho_Son_Tra-Tho_Quang_Son_Tra_Peninsula_Da_Nang.html
"Dinh Thi Hoa Lo 24-25, An Hai Bac, Da Nang Vietnam",5,82,,,SB Han River Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to SB Han River Apartment?, ,What are some restaurants close to SB Han River Apartment?, ",,,,,,21,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21398807-Reviews-SB_Han_River_Apartment-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
"1022 Ngo Quyen, An Hai Tay, Da Nang 550000 Vietnam",3,81,,,Lucky Ruby Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Lucky Ruby Hotel?, ,What are some restaurants close to Lucky Ruby Hotel?, ",,,,,,12,,,,,https://www.tripadvisor.com/Hotel_Review-g19339361-d23344834-Reviews-Lucky_Ruby_Hotel-An_Hai_Tay_Son_Tra_Peninsula_Da_Nang.html
,,,,,Zenhouse Homestay,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21303764-Reviews-Zenhouse_Homestay-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
"995 Ngo Quyen, An Hai Bac, Da Nang 550000 Vietnam",4,85,,"English, Vietnamese",Madame Trang Da Nang Hotel & Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Madame Trang Da Nang Hotel & Apartment?, ,What are some of the property amenities at Madame Trang Da Nang Hotel & Apartment?, ,Which room amenities are available at Madame Trang Da Nang Hotel & Apartment?, ,Is parking available at Madame Trang Da Nang Hotel & Apartment?, ,What are some restaurants close to Madame Trang Da Nang Hotel & Apartment?, ,Are pets allowed at Madame Trang Da Nang Hotel & Apartment?, ,Which languages are spoken by the staff at Madame Trang Da Nang Hotel & Apartment?, ",,,,,,14,,20,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d23191106-Reviews-Madame_Trang_Da_Nang_Hotel_Apartment-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
"120 Vo Nguyen Giap, An Hai Bac, Da Nang Vietnam",1,91,,,Zoneland Premium - Luxury Apartments,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Zoneland Premium - Luxury Apartments?, ,What are some restaurants close to Zoneland Premium - Luxury Apartments?, ",,,,,30,28,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21210702-Reviews-Zoneland_Premium_Luxury_Apartments-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
